t,event,task,x,y,deadline,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
28.630,pose,1,2.995,-0.481,34.018,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
29.647,pose,1,2.995,-0.481,34.018,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
30.670,pose,1,2.995,-0.481,34.018,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
31.684,pose,1,2.995,-0.481,34.018,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
32.704,pose,1,2.995,-0.481,34.018,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
33.723,pose,1,2.995,-0.481,34.018,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
34.047,miss,1,2.995,-0.481,34.018,deadline,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
34.047,start,2,2.995,-0.481,54.018,new goal window,1,0.0500,0,-inf,1,0.3000,0,-inf,0.000,0.300
34.739,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
35.755,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
36.773,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
37.806,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
38.840,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
39.869,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
40.896,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
41.917,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
42.944,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
43.966,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
44.992,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
46.015,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
47.039,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
48.060,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
49.099,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
50.125,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
51.153,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
52.185,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
53.199,pose,2,2.995,-0.481,54.018,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.014,miss,2,2.995,-0.481,54.018,deadline,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.014,idle,,2.995,-0.481,,,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.014,end,,,,,all done,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,,
