t,event,task,x,y,deadline,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
0.000,start,,,,,formal-gate passed; constrained+STL runtime,,,,,,,,,,
0.005,start,0,0.000,0.000,17.014,new goal window,1,0.0500,0,-inf,1,0.4000,0,-inf,0.000,0.400
1.033,pose,0,0.380,0.000,17.014,,1,0.0500,0,-1.4700,1,0.0286,0,-1.4700,0.371,0.400
2.066,pose,0,0.760,0.000,17.014,,1,0.0500,0,-1.0900,1,0.0237,0,-1.0900,0.363,0.400
3.093,pose,0,1.140,0.000,17.014,,1,0.0500,0,-0.7100,1,0.0044,0,-0.7100,0.363,0.400
4.104,pose,0,1.520,0.000,17.014,,1,0.0500,0,-0.3300,1,0.0197,0,-0.3300,0.373,0.400
5.023,finish,0,1.860,0.000,17.014,dur=5.02s,1,0.0500,1,0.0100,1,0.0248,1,0.0100,0.375,0.400
5.075,start,1,1.860,0.000,34.014,new goal window,1,0.0500,0,-inf,1,0.0248,0,-inf,0.000,0.400
5.130,pose,1,1.880,-0.001,34.014,,1,0.0500,0,-2.1937,1,0.0248,0,-2.1937,0.365,0.400
6.150,pose,1,2.243,-0.108,34.014,,1,0.0500,0,-1.8207,1,0.0092,0,-1.8207,0.363,0.400
7.183,pose,1,2.586,-0.271,34.014,,1,0.0500,0,-1.4409,1,0.0241,0,-1.4409,0.363,0.400
8.209,pose,1,2.924,-0.444,34.014,,1,0.0500,0,-1.0609,1,0.0110,0,-1.0609,0.363,0.400
9.239,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.4000,0,-0.9809,0.000,0.400
10.258,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
11.292,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
12.311,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
13.329,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
14.364,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
15.372,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
16.392,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
17.409,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
18.426,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
19.450,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
20.483,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
21.495,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
22.525,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
23.538,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
24.557,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
25.595,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
26.612,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
27.641,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
28.669,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
29.692,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
30.719,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
31.747,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
32.761,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
33.778,pose,1,2.995,-0.481,34.014,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
34.046,miss,1,2.995,-0.481,34.014,deadline,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
34.046,start,2,2.995,-0.481,54.014,new goal window,1,0.0500,0,-inf,1,0.3000,0,-inf,0.000,0.300
34.796,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
35.821,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
36.850,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
37.873,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
38.890,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
39.919,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
40.939,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
41.959,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
42.974,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
44.015,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
45.041,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
46.046,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
47.057,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
48.084,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
49.110,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
50.141,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
51.164,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
52.173,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
53.191,pose,2,2.995,-0.481,54.014,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.045,miss,2,2.995,-0.481,54.014,deadline,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.045,idle,,2.995,-0.481,,,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.045,end,,,,,all done,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,,
