t,event,task,x,y,scheduled_start,actual_start,schedule_deviation,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
20.486,pose,A_leg1,3.181,-0.599,13.382,12.882,0.499,,1,0.0500,0,-0.7613,1,0.0168,0,-0.7613,0.272,0.300
21.511,pose,A_leg1,3.437,-0.725,13.382,12.882,0.499,,1,0.0500,0,-0.4763,1,0.0073,0,-0.4763,0.272,0.300
22.524,pose,A_leg1,3.693,-0.850,13.382,12.882,0.499,,1,0.0500,0,-0.1913,1,0.0039,0,-0.1913,0.296,0.300
23.232,task_complete,A_leg1,3.869,-0.936,13.382,12.882,0.499,Completed in 10.35s (scheduled: 14.59s),1,0.0500,1,0.0037,1,0.0208,1,0.0037,0.272,0.300
23.551,waiting,A_leg2,3.869,-0.936,27.974,,,Waiting 4.4s until scheduled start,1,0.0500,1,0.0037,1,0.3000,1,0.0037,0.000,0.300
24.571,waiting,A_leg2,3.869,-0.936,27.974,,,Waiting 3.4s until scheduled start,1,0.0500,1,0.0037,1,0.3000,1,0.0037,0.000,0.300
25.591,waiting,A_leg2,3.869,-0.936,27.974,,,Waiting 2.4s until scheduled start,1,0.0500,1,0.0037,1,0.3000,1,0.0037,0.000,0.300
26.621,waiting,A_leg2,3.869,-0.936,27.974,,,Waiting 1.4s until scheduled start,1,0.0500,1,0.0037,1,0.3000,1,0.0037,0.000,0.300
27.484,task_start,A_leg2,3.869,-0.936,27.974,27.484,0.490,Deviation: 0.490s,1,0.0500,0,-inf,1,0.3000,0,-inf,0.000,0.300
27.647,pose,A_leg2,3.911,-0.952,27.974,27.484,0.490,,1,0.0500,0,-2.3943,1,0.0127,0,-2.3943,0.272,0.300
28.671,pose,A_leg2,4.186,-0.919,27.974,27.484,0.490,,1,0.0500,0,-2.1531,1,0.0039,0,-2.1531,0.284,0.300
29.678,pose,A_leg2,4.424,-0.764,27.974,27.484,0.490,,1,0.0500,0,-1.8696,1,0.0042,0,-1.8696,0.275,0.300
30.699,pose,A_leg2,4.649,-0.588,27.974,27.484,0.490,,1,0.0500,0,-1.5847,1,0.0008,0,-1.5847,0.299,0.300
31.707,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
32.733,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
33.749,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
34.766,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
35.796,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
36.825,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
37.844,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
38.871,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
39.903,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
40.930,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
41.955,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
42.978,pose,A_leg2,4.754,-0.504,27.974,27.484,0.490,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
44.001,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 0.05s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
45.026,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 1.08s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
46.053,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 2.10s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
47.084,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 3.14s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
48.103,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 4.15s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
49.121,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 5.17s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
50.146,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 6.20s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
51.168,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 7.22s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
52.192,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 8.24s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
53.216,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 9.27s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
54.233,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 10.28s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
55.251,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 11.30s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
56.275,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 12.33s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
57.300,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 13.35s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
58.333,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 14.38s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
59.358,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 15.41s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
60.387,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 16.44s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
61.415,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 17.47s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
62.436,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 18.49s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
63.461,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 19.51s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
64.491,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 20.54s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
65.512,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 21.56s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
66.534,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 22.58s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
67.553,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 23.60s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
68.569,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 24.62s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
69.589,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 25.64s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
70.612,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 26.66s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
71.629,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 27.68s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
72.651,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 28.70s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
73.667,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 29.72s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
74.683,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30.73s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
75.710,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 31.76s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
76.729,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 32.78s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
77.750,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 33.80s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
78.776,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 34.83s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
79.802,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 35.85s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
80.815,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 36.87s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
81.845,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 37.90s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
82.876,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 38.93s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
83.912,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 39.96s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
84.947,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 41.00s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
85.970,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 42.02s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
87.000,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 43.05s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
88.030,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 44.08s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
89.061,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 45.11s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
90.091,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 46.14s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
91.114,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 47.16s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
92.141,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 48.19s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
93.162,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 49.21s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
94.180,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 50.23s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
95.219,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 51.27s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
96.251,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 52.30s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
97.276,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 53.33s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
98.309,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 54.36s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
99.335,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 55.39s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
100.360,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 56.41s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
101.362,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 57.41s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
102.375,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 58.43s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
103.387,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 59.44s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
104.411,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 60.46s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
105.444,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 61.49s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
106.472,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 62.52s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
107.499,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 63.55s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
108.531,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 64.58s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
109.543,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 65.59s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
110.577,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 66.63s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
111.611,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 67.66s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
112.636,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 68.69s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
113.666,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 69.72s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
114.679,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 70.73s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
115.712,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 71.76s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
116.743,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 72.79s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
117.763,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 73.81s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
118.788,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 74.84s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
119.825,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 75.88s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
120.851,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 76.90s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
121.884,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 77.93s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
122.905,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 78.96s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
123.940,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 79.99s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
124.972,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 81.02s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
126.002,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 82.05s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
127.023,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 83.07s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
128.038,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 84.09s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
129.064,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 85.12s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
130.087,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 86.14s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
131.104,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 87.15s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
132.129,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 88.18s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
133.155,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 89.21s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
134.179,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 90.23s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
135.203,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 91.25s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
136.231,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 92.28s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
137.263,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 93.31s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
138.275,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 94.33s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
139.297,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 95.35s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
140.318,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 96.37s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
141.326,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 97.38s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
142.347,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 98.40s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
143.359,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 99.41s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
144.379,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 100.43s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
145.410,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 101.46s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
146.418,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 102.47s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
147.435,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 103.49s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
148.450,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 104.50s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
149.466,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 105.52s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
150.475,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 106.53s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
151.501,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 107.55s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
152.507,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 108.56s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
153.512,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 109.56s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
154.547,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 110.60s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
155.563,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 111.61s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
156.582,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 112.63s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
157.610,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 113.66s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
158.630,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 114.68s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
159.645,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 115.70s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
160.662,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 116.71s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
161.689,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 117.74s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
