t,event,task,x,y,scheduled_start,actual_start,schedule_deviation,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
30854.757,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30810.81s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30855.778,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30811.83s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30856.810,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30812.86s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30857.828,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30813.88s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30858.862,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30814.91s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30859.887,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30815.94s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30860.916,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30816.97s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30861.951,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30818.00s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30862.983,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30819.03s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30864.013,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30820.06s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30865.043,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30821.09s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30866.071,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30822.12s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30867.101,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30823.15s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30868.123,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30824.17s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30869.152,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30825.20s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30870.179,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30826.23s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30871.207,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30827.26s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30872.242,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30828.29s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30873.266,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30829.32s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30874.285,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30830.34s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30875.319,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30831.37s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30876.348,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30832.40s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30877.376,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30833.43s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30878.400,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30834.45s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30879.432,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30835.48s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30880.457,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30836.51s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30881.474,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30837.52s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30882.500,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30838.55s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30883.528,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30839.58s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30884.543,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30840.59s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30885.556,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30841.61s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30886.577,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30842.63s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30887.609,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30843.66s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30888.630,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30844.68s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30889.652,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30845.70s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30890.685,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30846.74s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30891.703,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30847.75s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30892.729,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30848.78s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30893.751,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30849.80s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30894.773,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30850.82s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30895.789,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30851.84s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30896.819,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30852.87s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30897.862,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30853.91s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30898.890,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30854.94s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30899.907,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30855.96s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30900.931,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30856.98s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30901.966,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30858.02s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30903.002,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30859.05s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30904.022,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30860.07s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30905.051,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30861.10s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30906.076,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30862.13s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30907.091,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30863.14s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30908.109,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30864.16s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30909.145,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30865.20s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30910.174,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30866.22s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30911.208,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30867.26s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30912.235,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30868.29s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30913.265,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30869.32s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30914.285,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30870.34s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30915.309,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30871.36s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30916.343,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30872.39s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30917.365,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30873.42s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30918.404,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30874.45s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30919.435,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30875.49s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30920.468,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30876.52s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30921.486,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30877.54s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30922.513,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30878.56s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30923.534,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30879.59s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30924.567,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30880.62s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30925.596,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30881.65s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30926.620,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30882.67s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30927.653,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30883.70s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30928.679,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30884.73s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30929.710,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30885.76s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30930.743,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30886.79s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30931.782,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30887.83s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30932.809,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30888.86s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30933.840,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30889.89s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30934.862,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30890.91s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30935.885,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30891.94s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30936.919,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30892.97s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30937.950,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30894.00s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30938.976,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30895.03s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30940.003,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30896.05s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30941.036,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30897.09s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30942.063,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30898.11s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30943.093,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30899.14s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30944.116,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30900.17s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30945.144,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30901.19s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30946.172,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30902.22s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30947.199,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30903.25s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30948.218,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30904.27s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30949.247,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30905.30s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30950.271,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30906.32s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30951.291,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30907.34s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30952.318,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30908.37s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30953.342,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30909.39s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30954.373,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30910.42s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30955.409,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30911.46s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30956.426,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30912.48s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30957.456,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30913.51s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30958.481,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30914.53s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30959.502,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30915.55s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30960.535,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30916.59s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30961.556,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30917.61s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30962.581,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30918.63s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30963.607,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30919.66s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30964.637,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30920.69s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30965.668,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30921.72s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30966.685,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30922.74s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30967.717,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30923.77s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30968.738,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30924.79s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30969.762,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30925.81s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30970.784,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30926.83s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30971.814,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30927.86s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30972.842,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30928.89s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30973.862,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30929.91s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30974.878,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30930.93s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30975.912,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30931.96s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30976.941,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30932.99s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30977.967,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30934.02s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30978.995,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30935.05s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30980.031,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30936.08s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30981.058,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30937.11s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30982.086,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30938.14s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30983.113,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30939.16s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30984.136,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30940.19s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30985.163,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30941.21s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30986.183,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30942.23s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30987.205,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30943.26s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30988.237,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30944.29s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30989.261,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30945.31s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30990.290,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30946.34s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30991.321,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30947.37s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30992.348,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30948.40s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30993.380,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30949.43s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30994.410,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30950.46s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30995.438,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30951.49s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30996.464,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30952.51s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30997.484,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30953.53s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30998.520,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30954.57s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
30999.545,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30955.60s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31000.573,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30956.62s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31001.604,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30957.65s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31002.640,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30958.69s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31003.668,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30959.72s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31004.705,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30960.76s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31005.732,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30961.78s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31006.764,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30962.82s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31007.789,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30963.84s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31008.822,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30964.87s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31009.847,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30965.90s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31010.881,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30966.93s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31011.911,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30967.96s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31012.942,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30968.99s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31013.967,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30970.02s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
31014.995,overrun,A_leg2,4.754,-0.504,27.974,27.484,0.490,OVERRUN by 30971.05s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
