t,event,task,x,y,deadline,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
26.591,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
27.618,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
28.652,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
29.671,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
30.697,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
31.728,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
32.762,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
33.786,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
34.002,miss,1,2.995,-0.481,34.015,deadline,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
34.002,start,2,2.995,-0.481,54.015,new goal window,1,0.0500,0,-inf,1,0.3000,0,-inf,0.000,0.300
34.820,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
35.847,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
36.874,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
37.912,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
38.943,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
39.971,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
40.991,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
42.009,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
43.031,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
44.044,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
45.069,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
46.084,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
47.100,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
48.117,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
49.123,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
50.145,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
51.163,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
52.182,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
53.201,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.010,miss,2,2.995,-0.481,54.015,deadline,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.010,idle,,2.995,-0.481,,,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.010,end,,,,,all done,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,,
