t,event,task,x,y,deadline,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
38.827,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
39.844,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
40.865,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
41.895,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
42.921,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
43.951,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
44.969,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
46.000,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
47.020,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
48.028,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
49.057,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
50.074,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
51.102,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
52.120,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
53.154,pose,2,2.995,-0.481,54.016,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.009,miss,2,2.995,-0.481,54.016,deadline,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.009,idle,,2.995,-0.481,,,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.009,end,,,,,all done,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,,
