t,event,task,x,y,scheduled_start,actual_start,schedule_deviation,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
39.079,pose,A_leg2,4.758,-0.505,27.961,27.485,0.477,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
40.110,pose,A_leg2,4.758,-0.505,27.961,27.485,0.477,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
41.135,pose,A_leg2,4.758,-0.505,27.961,27.485,0.477,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
42.159,pose,A_leg2,4.758,-0.505,27.961,27.485,0.477,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
43.189,pose,A_leg2,4.758,-0.505,27.961,27.485,0.477,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
44.219,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 0.28s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
45.256,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 1.32s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
46.280,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 2.34s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
47.306,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 3.37s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
48.340,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 4.40s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
49.366,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 5.43s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
50.400,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 6.46s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
51.434,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 7.50s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
52.459,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 8.52s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
53.485,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 9.55s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
54.514,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 10.58s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
55.545,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 11.61s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
56.574,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 12.64s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
57.600,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 13.66s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
58.642,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 14.71s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
59.674,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 15.74s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
60.702,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 16.77s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
61.728,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 17.79s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
62.755,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 18.82s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
63.772,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 19.84s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
64.797,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 20.86s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
65.833,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 21.90s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
66.867,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 22.93s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
67.905,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 23.97s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
68.933,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 25.00s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
69.968,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 26.03s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
71.001,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 27.07s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
72.035,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 28.10s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
73.072,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 29.14s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
74.111,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 30.17s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
75.148,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 31.21s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
76.182,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 32.25s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
77.208,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 33.27s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
78.243,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 34.31s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
79.272,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 35.34s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
80.295,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 36.36s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
81.333,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 37.40s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
82.375,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 38.44s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
83.401,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 39.47s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
84.438,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 40.50s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
85.474,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 41.54s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
86.502,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 42.57s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
87.533,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 43.60s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
88.556,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 44.62s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
89.575,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 45.64s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
90.602,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 46.67s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
91.627,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 47.69s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
92.660,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 48.72s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
93.695,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 49.76s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
94.715,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 50.78s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
95.733,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 51.80s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
96.765,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 52.83s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
97.802,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 53.87s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
98.827,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 54.89s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
99.862,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 55.93s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
100.891,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 56.95s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
101.924,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 57.99s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
102.955,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 59.02s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
103.990,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 60.05s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
105.028,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 61.09s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
106.060,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 62.12s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
107.097,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 63.16s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
108.125,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 64.19s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
109.142,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 65.21s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
110.166,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 66.23s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
111.183,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 67.25s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
112.220,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 68.28s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
113.252,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 69.32s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
114.290,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 70.35s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
115.324,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 71.39s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
116.367,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 72.43s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
117.386,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 73.45s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
118.410,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 74.47s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
119.442,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 75.51s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
120.462,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 76.53s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
121.501,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 77.56s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
122.546,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 78.61s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
123.577,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 79.64s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
124.600,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 80.66s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
125.632,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 81.70s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
126.662,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 82.73s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
127.690,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 83.75s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
128.708,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 84.77s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
129.746,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 85.81s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
130.778,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 86.84s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
131.803,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 87.87s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
132.831,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 88.89s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
133.855,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 89.92s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
134.891,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 90.96s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
135.928,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 91.99s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
136.968,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 93.03s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
138.003,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 94.07s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
139.035,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 95.10s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
140.074,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 96.14s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
141.104,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 97.17s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
142.143,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 98.21s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
143.175,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 99.24s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
144.199,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 100.26s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
145.237,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 101.30s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
146.263,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 102.33s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
147.307,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 103.37s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
148.338,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 104.40s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
149.380,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 105.44s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
150.404,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 106.47s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
151.422,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 107.49s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
152.446,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 108.51s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
153.483,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 109.55s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
154.526,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 110.59s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
155.563,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 111.63s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
156.590,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 112.65s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
157.629,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 113.69s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
158.663,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 114.73s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
159.706,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 115.77s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
160.737,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 116.80s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
161.774,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 117.84s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
162.804,overrun,A_leg2,4.758,-0.505,27.961,27.485,0.477,OVERRUN by 118.87s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
