t,event,task,x,y,deadline,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
0.000,start,,,,,formal-gate passed; constrained+STL runtime,,,,,,,,,,
0.005,start,0,0.000,0.000,17.015,new goal window,1,0.0500,0,-inf,1,0.4000,0,-inf,0.000,0.400
1.032,pose,0,0.380,0.000,17.015,,1,0.0500,0,-1.4700,1,0.0046,0,-1.4700,0.373,0.400
2.064,pose,0,0.760,0.000,17.015,,1,0.0500,0,-1.0900,1,0.0297,0,-1.0900,0.363,0.400
3.082,pose,0,1.140,0.000,17.015,,1,0.0500,0,-0.7100,1,0.0035,0,-0.7100,0.367,0.400
4.113,pose,0,1.520,0.000,17.015,,1,0.0500,0,-0.3300,1,0.0330,0,-0.3300,0.363,0.400
5.039,finish,0,1.860,0.000,17.015,dur=5.03s,1,0.0500,1,0.0100,1,0.0294,1,0.0100,0.363,0.400
5.094,start,1,1.860,0.000,34.015,new goal window,1,0.0500,0,-inf,1,0.0294,0,-inf,0.000,0.400
5.149,pose,1,1.880,-0.001,34.015,,1,0.0500,0,-2.1937,1,0.0294,0,-2.1937,0.362,0.400
6.167,pose,1,2.243,-0.108,34.015,,1,0.0500,0,-1.8207,1,0.0205,0,-1.8207,0.362,0.400
7.188,pose,1,2.586,-0.271,34.015,,1,0.0500,0,-1.4409,1,0.0016,0,-1.4409,0.365,0.400
8.219,pose,1,2.924,-0.444,34.015,,1,0.0500,0,-1.0609,1,0.0208,0,-1.0609,0.374,0.400
9.245,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.4000,0,-0.9809,0.000,0.400
10.264,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
11.290,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
12.316,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
13.335,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
14.377,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
15.402,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
16.418,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
17.456,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
18.498,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
19.521,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.2000,0,-0.9809,0.000,0.200
20.547,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
21.557,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
22.578,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
23.583,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
24.607,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
25.635,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
26.665,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
27.679,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
28.703,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
29.729,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
30.758,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
31.789,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
32.816,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
33.854,pose,1,2.995,-0.481,34.015,HCD: prevent entering A,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
34.019,miss,1,2.995,-0.481,34.015,deadline,1,0.0500,0,-0.9809,1,0.3000,0,-0.9809,0.000,0.300
34.019,start,2,2.995,-0.481,54.015,new goal window,1,0.0500,0,-inf,1,0.3000,0,-inf,0.000,0.300
34.886,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
35.918,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
36.949,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
37.989,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
39.027,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
40.061,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
41.077,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
42.111,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
43.129,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
44.148,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
45.170,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
46.186,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
47.202,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
48.227,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
49.255,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
50.275,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
51.304,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
52.337,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
53.347,pose,2,2.995,-0.481,54.015,HCD: prevent entering A,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
54.052,miss,2,2.995,-0.481,54.015,deadline,1,0.0500,0,-3.0107,1,0.3000,0,-3.0107,0.000,0.300
