t,event,task,x,y,scheduled_start,actual_start,schedule_deviation,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
12.893,task_start,A_leg1,1.860,0.000,13.370,12.893,0.477,Deviation: 0.477s,1,0.0500,0,-inf,1,0.2000,0,-inf,0.000,0.200
13.328,pose,A_leg1,1.939,-0.013,13.370,12.893,0.477,,1,0.0500,0,-2.1355,1,0.0068,0,-2.1355,0.182,0.200
14.364,pose,A_leg1,2.116,-0.081,13.370,12.893,0.477,,1,0.0500,0,-1.9463,1,0.0023,0,-1.9463,0.182,0.200
15.386,pose,A_leg1,2.288,-0.162,13.370,12.893,0.477,,1,0.0500,0,-1.7563,1,0.0028,0,-1.7563,0.181,0.200
16.417,pose,A_leg1,2.458,-0.246,13.370,12.893,0.477,,1,0.0500,0,-1.5663,1,0.0140,0,-1.5663,0.182,0.200
17.443,pose,A_leg1,2.629,-0.329,13.370,12.893,0.477,,1,0.0500,0,-1.3763,1,0.0031,0,-1.3763,0.186,0.200
18.464,pose,A_leg1,2.800,-0.413,13.370,12.893,0.477,,1,0.0500,0,-1.1863,1,0.0010,0,-1.1863,0.182,0.200
19.480,pose,A_leg1,2.970,-0.496,13.370,12.893,0.477,,1,0.0500,0,-0.9963,1,0.0031,0,-0.9963,0.197,0.200
20.493,pose,A_leg1,3.181,-0.599,13.370,12.893,0.477,,1,0.0500,0,-0.7613,1,0.0091,0,-0.7613,0.290,0.300
21.521,pose,A_leg1,3.437,-0.725,13.370,12.893,0.477,,1,0.0500,0,-0.4763,1,0.0070,0,-0.4763,0.272,0.300
22.543,pose,A_leg1,3.693,-0.850,13.370,12.893,0.477,,1,0.0500,0,-0.1913,1,0.0057,0,-0.1913,0.280,0.300
23.251,task_complete,A_leg1,3.869,-0.936,13.370,12.893,0.477,Completed in 10.36s (scheduled: 14.59s),1,0.0500,1,0.0037,1,0.0211,1,0.0037,0.275,0.300
23.575,waiting,A_leg2,3.869,-0.936,27.963,,,Waiting 4.4s until scheduled start,1,0.0500,1,0.0037,1,0.3000,1,0.0037,0.000,0.300
24.601,waiting,A_leg2,3.869,-0.936,27.963,,,Waiting 3.4s until scheduled start,1,0.0500,1,0.0037,1,0.3000,1,0.0037,0.000,0.300
25.628,waiting,A_leg2,3.869,-0.936,27.963,,,Waiting 2.3s until scheduled start,1,0.0500,1,0.0037,1,0.3000,1,0.0037,0.000,0.300
26.642,waiting,A_leg2,3.869,-0.936,27.963,,,Waiting 1.3s until scheduled start,1,0.0500,1,0.0037,1,0.3000,1,0.0037,0.000,0.300
27.504,task_start,A_leg2,3.869,-0.936,27.963,27.504,0.458,Deviation: 0.458s,1,0.0500,0,-inf,1,0.3000,0,-inf,0.000,0.300
27.663,pose,A_leg2,3.911,-0.952,27.963,27.504,0.458,,1,0.0500,0,-2.3943,1,0.0021,0,-2.3943,0.298,0.300
28.691,pose,A_leg2,4.186,-0.919,27.963,27.504,0.458,,1,0.0500,0,-2.1531,1,0.0139,0,-2.1531,0.286,0.300
29.715,pose,A_leg2,4.424,-0.764,27.963,27.504,0.458,,1,0.0500,0,-1.8696,1,0.0103,0,-1.8696,0.285,0.300
30.731,pose,A_leg2,4.649,-0.588,27.963,27.504,0.458,,1,0.0500,0,-1.5847,1,0.0010,0,-1.5847,0.293,0.300
31.760,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
32.771,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
33.789,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
34.823,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
35.847,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
36.875,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
37.900,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
38.926,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
39.942,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
40.965,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
41.985,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
43.011,pose,A_leg2,4.754,-0.504,27.963,27.504,0.458,FENCE: blocked entry to danger zone,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
44.032,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 0.09s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
45.056,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 1.12s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
46.068,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 2.13s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
47.099,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 3.16s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
48.118,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 4.18s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
49.143,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 5.21s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
50.168,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 6.23s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
51.174,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 7.24s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
52.184,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 8.25s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
53.207,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 9.27s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
54.224,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 10.29s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
55.237,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 11.30s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
56.261,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 12.32s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
57.276,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 13.34s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
58.298,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 14.36s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
59.322,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 15.38s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
60.336,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 16.40s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
61.350,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 17.41s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
62.376,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 18.44s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
63.398,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 19.46s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
64.408,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 20.47s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
65.425,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 21.49s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
66.444,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 22.51s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
67.467,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 23.53s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
68.489,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 24.55s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
69.513,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 25.58s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
70.530,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 26.59s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
71.561,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 27.62s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
72.592,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 28.65s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
73.612,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 29.67s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
74.628,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 30.69s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
75.643,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 31.71s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
76.661,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 32.72s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
77.684,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 33.75s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
78.702,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 34.76s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
79.706,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 35.77s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
80.726,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 36.79s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
81.742,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 37.80s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
82.763,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 38.83s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
83.770,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 39.83s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
84.794,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 40.86s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
85.817,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 41.88s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
86.833,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 42.90s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
87.852,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 43.91s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
88.868,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 44.93s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
89.892,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 45.95s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
90.912,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 46.97s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
91.923,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 47.99s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
92.943,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 49.01s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
93.964,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 50.03s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
94.989,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 51.05s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
96.009,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 52.07s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
97.015,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 53.08s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
98.030,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 54.09s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
99.056,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 55.12s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
100.073,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 56.14s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
101.088,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 57.15s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
102.116,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 58.18s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
103.126,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 59.19s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
104.131,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 60.19s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
105.155,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 61.22s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
106.175,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 62.24s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
107.201,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 63.26s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
108.212,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 64.27s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
109.225,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 65.29s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
110.254,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 66.32s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
111.267,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 67.33s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
112.293,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 68.36s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
113.310,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 69.37s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
114.317,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 70.38s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
115.336,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 71.40s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
116.354,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 72.42s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
117.383,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 73.45s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
118.404,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 74.47s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
119.428,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 75.49s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
120.447,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 76.51s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
121.480,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 77.54s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
122.509,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 78.57s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
123.530,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 79.59s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
124.547,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 80.61s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
125.557,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 81.62s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
126.574,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 82.64s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
127.594,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 83.66s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
128.622,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 84.68s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
129.638,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 85.70s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
130.669,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 86.73s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
131.691,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 87.75s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
132.721,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 88.78s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
133.737,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 89.80s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
134.754,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 90.82s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
135.774,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 91.84s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
136.791,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 92.85s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
137.812,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 93.87s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
138.837,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 94.90s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
139.866,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 95.93s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
140.889,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 96.95s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
141.903,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 97.97s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
142.926,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 98.99s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
143.935,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 100.00s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
144.952,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 101.01s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
145.990,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 102.05s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
147.021,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 103.08s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
148.035,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 104.10s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
149.068,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 105.13s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
150.100,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 106.16s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
151.131,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 107.19s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
152.145,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 108.21s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
153.174,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 109.24s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
154.194,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 110.26s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
155.211,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 111.27s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
156.238,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 112.30s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
157.261,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 113.32s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
158.280,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 114.34s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
159.304,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 115.37s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
160.319,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 116.38s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
161.349,overrun,A_leg2,4.754,-0.504,27.963,27.504,0.458,OVERRUN by 117.41s,1,0.0500,0,-1.4497,1,0.3000,0,-1.4497,0.000,0.300
