t,event,task,x,y,scheduled_start,actual_start,schedule_deviation,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
156.117,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 112.18s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
157.155,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 113.22s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
158.186,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 114.25s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
159.220,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 115.28s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
160.244,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 116.31s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
161.277,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 117.34s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
162.313,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 118.38s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
163.338,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 119.40s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
164.368,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 120.43s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
165.403,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 121.47s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
166.424,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 122.49s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
167.460,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 123.52s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
168.494,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 124.56s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
169.531,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 125.59s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
170.567,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 126.63s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
171.592,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 127.65s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
172.618,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 128.68s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
173.644,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 129.71s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
174.672,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 130.74s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
175.692,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 131.76s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
176.708,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 132.77s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
177.740,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 133.80s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
178.775,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 134.84s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
179.802,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 135.87s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
180.829,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 136.89s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
181.858,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 137.92s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
182.888,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 138.95s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
183.912,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 139.97s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
184.937,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 141.00s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
185.972,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 142.03s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
186.991,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 143.05s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
188.027,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 144.09s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
189.060,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 145.12s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
190.090,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 146.15s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
191.117,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 147.18s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
192.149,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 148.21s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
193.180,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 149.24s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
194.200,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 150.26s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
195.217,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 151.28s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
196.250,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 152.31s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
197.272,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 153.34s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
198.293,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 154.36s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
199.330,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 155.39s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
200.363,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 156.43s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
201.402,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 157.46s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
202.437,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 158.50s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
203.467,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 159.53s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
204.509,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 160.57s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
205.546,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 161.61s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
206.573,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 162.64s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
207.613,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 163.68s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
208.644,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 164.71s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
209.672,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 165.73s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
210.695,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 166.76s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
211.722,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 167.78s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
212.751,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 168.81s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
213.765,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 169.83s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
214.786,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 170.85s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
215.803,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 171.87s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
216.840,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 172.90s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
217.862,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 173.93s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
218.897,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 174.96s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
219.922,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 175.98s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
220.951,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 177.01s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
221.972,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 178.03s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
223.006,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 179.07s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
224.040,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 180.10s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
225.068,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 181.13s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
226.097,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 182.16s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
227.116,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 183.18s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
228.143,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 184.21s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
229.167,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 185.23s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
230.194,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 186.26s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
231.207,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 187.27s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
232.226,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 188.29s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
233.260,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 189.32s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
234.292,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 190.36s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
235.324,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 191.39s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
236.361,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 192.42s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
237.393,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 193.46s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
238.417,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 194.48s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
239.434,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 195.50s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
240.459,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 196.52s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
241.489,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 197.55s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
242.517,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 198.58s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
243.543,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 199.61s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
244.554,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 200.62s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
245.586,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 201.65s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
246.614,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 202.68s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
247.639,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 203.70s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
248.664,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 204.73s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
249.694,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 205.76s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
250.733,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 206.80s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
251.776,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 207.84s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
252.799,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 208.86s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
253.839,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 209.90s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
254.867,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 210.93s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
255.896,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 211.96s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
256.912,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 212.98s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
257.940,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 214.00s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
258.972,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 215.04s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
259.996,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 216.06s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
261.017,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 217.08s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
262.030,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 218.09s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
263.050,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 219.11s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
264.064,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 220.13s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
265.092,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 221.16s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
266.117,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 222.18s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
267.128,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 223.19s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
268.150,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 224.21s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
269.174,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 225.24s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
270.203,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 226.27s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
271.223,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 227.29s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
272.251,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 228.31s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
273.276,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 229.34s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
274.293,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 230.36s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
275.320,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 231.38s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
276.342,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 232.41s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
277.357,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 233.42s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
278.380,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 234.44s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
279.408,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 235.47s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
280.438,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 236.50s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
281.460,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 237.52s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
282.480,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 238.54s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
283.501,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 239.56s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
284.519,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 240.58s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
285.546,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 241.61s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
286.565,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 242.63s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
287.590,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 243.65s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
288.612,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 244.67s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
289.625,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 245.69s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
290.648,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 246.71s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
291.678,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 247.74s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
292.709,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 248.77s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
293.731,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 249.79s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
294.759,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 250.82s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
295.797,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 251.86s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
296.816,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 252.88s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
297.841,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 253.90s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
298.869,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 254.93s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
299.898,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 255.96s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
300.925,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 256.99s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
301.959,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 258.02s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
302.994,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 259.06s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
304.013,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 260.08s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
305.027,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 261.09s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
306.054,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 262.12s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
307.081,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 263.14s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
308.114,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 264.18s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
309.146,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 265.21s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
310.182,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 266.25s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
311.221,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 267.28s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
312.251,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 268.31s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
313.274,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 269.34s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
314.298,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 270.36s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
315.331,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 271.39s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
316.363,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 272.43s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
317.396,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 273.46s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
318.421,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 274.48s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
319.446,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 275.51s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
320.478,overrun,A_leg2,4.758,-0.505,27.962,27.496,0.466,OVERRUN by 276.54s,1,0.0500,0,-1.4475,1,0.3000,0,-1.4475,0.000,0.300
