t,event,task,x,y,deadline,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
5.607,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=5.62s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
5.658,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=5.67s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
5.713,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=5.72s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
5.768,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=5.78s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
5.820,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=5.83s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
5.873,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=5.88s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
5.928,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=5.94s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
5.982,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=5.99s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.036,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.05s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.090,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.10s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.142,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.15s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.197,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.21s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.248,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.26s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.302,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.31s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.357,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.37s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.411,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.42s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.467,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.48s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.517,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.53s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.570,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.58s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.625,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.63s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.679,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.69s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.732,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.74s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.786,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.80s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.840,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.85s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.895,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.90s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
6.950,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=6.96s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.005,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.01s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.057,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.07s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.112,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.12s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.166,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.18s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.220,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.23s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.275,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.28s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.330,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.34s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.385,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.39s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.440,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.45s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.494,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.50s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.545,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.55s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.600,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.61s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.650,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.66s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.706,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.71s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.761,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.77s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.815,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.82s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.871,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.88s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.926,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.93s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
7.981,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=7.99s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.032,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.04s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.087,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.10s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.141,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.15s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.195,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.20s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.250,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.26s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.306,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.31s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.357,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.37s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.407,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.42s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.460,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.47s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.516,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.52s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.571,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.58s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.623,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.63s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.674,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.68s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.727,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.74s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.780,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.79s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.833,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.84s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.888,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.90s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.943,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=8.95s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
8.998,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.01s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.049,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.06s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.104,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.11s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.157,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.17s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.210,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.22s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.265,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.27s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.316,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.32s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.371,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.38s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.424,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.43s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.479,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.49s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.531,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.54s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.586,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.60s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.640,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.65s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.695,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.70s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.750,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.76s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.805,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.81s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.860,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.87s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.911,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.92s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
9.966,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=9.97s),1,0.0500,0,-2.2121,1,0.4000,0,-2.2121,0.000,0.400
10.021,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.03s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.076,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.08s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.131,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.14s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.182,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.19s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.234,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.24s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.290,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.30s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.342,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.35s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.398,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.41s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.452,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.46s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.507,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.52s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.562,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.57s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.615,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.62s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.666,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.68s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.721,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.73s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.774,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.78s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.829,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.84s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.884,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.89s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.939,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=10.95s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
10.991,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.00s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.044,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.05s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.097,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.11s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.153,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.16s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.203,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.21s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.257,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.27s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.309,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.32s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.362,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.37s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.415,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.42s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.469,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.48s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.524,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.53s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.576,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.58s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.627,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.64s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.682,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.69s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.734,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.74s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.789,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.80s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.844,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.85s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.895,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.90s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
11.949,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=11.96s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.002,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.01s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.056,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.07s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.111,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.12s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.166,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.17s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.221,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.23s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.276,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.28s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.331,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.34s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.382,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.39s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.433,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.44s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.489,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.50s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.541,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.55s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.591,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.60s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.646,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.66s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.698,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.71s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.752,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.76s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.806,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.81s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.861,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.87s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.913,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.92s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
12.968,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=12.98s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.020,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.03s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.075,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.08s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.127,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.14s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.182,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.19s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.235,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.24s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.291,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.30s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.344,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.35s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.399,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.41s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.453,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.46s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.507,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.52s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.562,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.57s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
